iter	RMSE
507	272.4207877
508	272.4169083
509	272.3945191
510	272.3734782
511	272.3587816
512	272.3260686
513	272.2937904
514	272.2717376
515	272.2469837
516	272.2214332
517	272.1937545
518	272.1676016
519	272.1611728
520	272.1312287
521	272.1053911
522	272.0832032
523	272.0609892
524	272.0282513
525	271.9979261
526	271.9690925
527	271.9306279
528	271.9246876
529	271.8973045
530	271.8639406
531	271.8170007
532	271.7877103
533	271.7408115
534	271.7241165
535	271.696004
536	271.6667442
537	271.6390032
538	271.6196937
539	271.595013
540	271.5717324
541	271.5647634
542	271.5413082
543	271.5349662
544	271.5095368
545	271.4848786
546	271.4714054
547	271.4443622
548	271.4199887
549	271.3921963
550	271.3824502
551	271.3630673
552	271.3427755
553	271.3216241
554	271.2977464
555	271.2775578
556	271.2536694
557	271.2070722
558	271.1821176
559	271.1557345
560	271.1261791
561	271.0941442
562	271.0856033
563	271.0631233
564	271.037927
565	271.0148985
566	270.997499
567	270.9699849
568	270.9479345
569	270.9234723
570	270.8944177
571	270.8662558
572	270.8370362
573	270.8163181
574	270.7867603
575	270.7780793
576	270.7547458
577	270.7336564
578	270.7126796
579	270.6814982
580	270.6584847
581	270.6336466
582	270.6075523
583	270.5705833
584	270.5637731
585	270.5416824
586	270.5265
587	270.5019823
588	270.4795999
589	270.4756736
590	270.4488534
591	270.4167101
592	270.3800209
593	270.3509341
594	270.3296379
595	270.3073162
596	270.2695767
597	270.247879
598	270.2226446
599	270.198474
600	270.1712312
601	270.1467433
602	270.1224878
603	270.0997948
604	270.0732957
605	270.0396074
606	269.9991063
607	269.9925842
608	269.9648407
609	269.9344358
610	269.9019666
611	269.8784317
612	269.8586387
613	269.8428402
614	269.8205828
615	269.8167693
616	269.7961531
617	269.776391
618	269.7499674
619	269.7244873
620	269.699295
621	269.6804549
622	269.6733687
623	269.669922
624	269.6465487
625	269.6241389
626	269.6184925
627	269.5956509
628	269.5890844
629	269.5701844
630	269.5397662
631	269.5176224
632	269.4758153
633	269.4538679
634	269.430718
635	269.3957157
636	269.3698925
637	269.3518956
638	269.3266436
639	269.3211918
640	269.284838
641	269.2653634
642	269.2427716
643	269.2142492
644	269.1975191
645	269.1652334
646	269.1449132
647	269.1248198
648	269.0976871
649	269.0781629
650	269.0521489
651	269.0443254
652	269.0237734
653	269.0048676
654	268.9786029
655	268.9378621
656	268.916437
657	268.8902845
658	268.858789
659	268.8394816
660	268.8097992
661	268.7953803
662	268.769224
663	268.7470436
664	268.740079
665	268.7200669
666	268.6998361
667	268.6774403
668	268.6541128
669	268.6294706
670	268.6039405
671	268.5789802
672	268.5553614
673	268.5322621
674	268.5106097
675	268.4820813
676	268.4574844
677	268.4465428
678	268.4234949
679	268.3993364
680	268.3618213
681	268.3398435
682	268.3115044
683	268.2839772
684	268.2621009
685	268.2148701
686	268.1932015
687	268.1897974
688	268.1687983
689	268.136827
690	268.1070462
691	268.0801121
692	268.0565575
693	268.0262969
694	268.0068868
695	268.0015352
696	267.9699085
697	267.9651748
698	267.9454975
699	267.917054
700	267.8902488
701	267.8775182
702	267.8563826
703	267.8290629
704	267.8066798
705	267.7832195
706	267.7673557
707	267.7472828
708	267.72609
709	267.691218
710	267.6651049
711	267.6422612
712	267.6046818
713	267.5848473
714	267.555567
715	267.5284954
716	267.5097975
717	267.4861262
718	267.4662238
719	267.4440913
720	267.42265
721	267.4002204
722	267.3775525
723	267.3404567
724	267.3171019
725	267.2987205
726	267.2765205
727	267.2553026
728	267.2341744
729	267.2081736
730	267.1794265
731	267.1558879
732	267.1523497
733	267.1319608
734	267.1141707
735	267.1111037
736	267.1037404
737	267.1006762
738	267.0789434
739	267.0521943
740	267.0313819
741	267.0038313
742	266.9784066
743	266.9537478
744	266.9304113
745	266.9048375
746	266.9002162
747	266.8791173
748	266.8578293
749	266.8391527
750	266.8209718
751	266.7921974
752	266.7748336
753	266.7554266
754	266.7491706
755	266.7332972
756	266.7069276
757	266.70042
758	266.6823583
759	266.6678123
760	266.6327981
761	266.6173081
762	266.593853
763	266.5610159
764	266.5401335
765	266.5372188
766	266.5109229
767	266.4818461
768	266.4654876
769	266.4387356
770	266.4129569
771	266.386456
772	266.3789632
773	266.353688
774	266.3507908
775	266.3250766
776	266.307638
777	266.2883433
778	266.2659031
779	266.2452429
780	266.2262031
781	266.2119156
782	266.1896172
783	266.1577431
784	266.15189
785	266.1417437
786	266.1205992
787	266.1023606
788	266.0792095
789	266.0641448
790	266.0479463
791	266.0261721
792	265.9933283
793	265.9802203
794	265.9560649
795	265.951586
796	265.9488217
797	265.9285894
798	265.9043308
799	265.8822635
800	265.8617974
801	265.8405262
802	265.8279454
803	265.7942683
804	265.789052
805	265.7640257
806	265.7378454
807	265.7220857
808	265.6980996
809	265.6732132
810	265.6682249
811	265.6464831
812	265.6277213
813	265.5968467
814	265.567313
815	265.5381988
816	265.4997959
817	265.4765498
818	265.448655
819	265.4228558
820	265.3976571
821	265.3688902
822	265.3499518
823	265.3287612
824	265.3242518
825	265.3043624
826	265.2851077
827	265.2644
828	265.2503522
829	265.2214089
830	265.20086
831	265.1809061
832	265.1591501
833	265.1338067
834	265.1109076
835	265.0924197
836	265.0736205
837	265.0514974
838	265.0297302
839	265.0080522
840	264.9857385
841	264.9774495
842	264.9550936
843	264.9522235
844	264.9309035
845	264.9261463
846	264.9031525
847	264.9003834
848	264.8708821
849	264.8406248
850	264.8197262
851	264.7953244
852	264.7697896
853	264.7630395
854	264.7424531
855	264.7272205
856	264.7048007
857	264.6795013
858	264.6538963
859	264.625546
860	264.6082586
861	264.5976041
862	264.5691174
863	264.5410119
864	264.5216241
865	264.500165
866	264.4863752
867	264.453104
868	264.4211836
869	264.3875986
870	264.3609006
871	264.3404467
872	264.3138559
873	264.3057131
874	264.2836075
875	264.2795099
876	264.2770426
877	264.2502952
878	264.2315537
879	264.2047369
880	264.1822965
881	264.1779704
882	264.1542541
883	264.1366784
884	264.1341441
885	264.1116985
886	264.0915645
887	264.088914
888	264.0719138
889	264.0520794
890	264.026556
891	264.0047803
892	263.9836144
893	263.9648943
894	263.9487455
895	263.9349415
896	263.9110808
897	263.8866826
898	263.8687087
899	263.8448998
900	263.8234269
901	263.8017239
902	263.7755862
903	263.7563928
904	263.7345141
905	263.7118517
906	263.6968171
907	263.6755978
908	263.6562001
909	263.6282084
910	263.6096943
911	263.5884202
912	263.5844221
913	263.5564394
914	263.5328232
915	263.5086566
916	263.4755934
917	263.4731849
918	263.4557477
919	263.4301987
920	263.4075097
921	263.3919817
922	263.3752451
923	263.3602674
924	263.3424172
925	263.3254563
926	263.3019937
927	263.2817751
928	263.257727
929	263.2424157
930	263.2266399
931	263.2010598
932	263.1799254
933	263.1593464
934	263.1229051
935	263.1105678
936	263.1049734
937	263.0807573
938	263.078308
939	263.0619863
940	263.0269257
941	263.0050922
942	262.9854471
943	262.9608333
944	262.9566045
945	262.9527495
946	262.9340101
947	262.9167128
948	262.8984369
949	262.8756444
950	262.8731276
951	262.852753
952	262.8281505
953	262.8108777
954	262.7914208
955	262.770761
956	262.750674
957	262.7448074
958	262.7175836
959	262.6950737
960	262.6799719
961	262.6533226
962	262.6327909
963	262.6136774
964	262.6082126
965	262.5898266
966	262.5646812
967	262.5494319
968	262.523661
969	262.5197947
970	262.5130593
971	262.4927381
972	262.4737098
973	262.4444565
974	262.4270358
975	262.4202959
976	262.3944092
977	262.3659546
978	262.3429299
979	262.3288487
980	262.3069574
981	262.2883638
982	262.2644291
983	262.2479915
984	262.2444116
985	262.2276125
986	262.2021721
987	262.1999219
988	262.1718789
989	262.1596585
990	262.1400211
991	262.1168195
992	262.0950005
993	262.0723029
994	262.0339275
995	262.0138936
996	262.0100386
997	261.9875508
998	261.9766405
999	261.9555648
